,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-09-30,2014-03-31,2014-06-30
OperatingIncomeLoss,128910.000,-260693.000,-219313.000,-29683.000,-40604.000,-34165.000,-28307.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,12101.000,7882.000,-48.000,,17012.000,26.000
OtherComprehensiveIncomeLossNetOfTax,,,,-48.000,,,
OtherNonoperatingGainsLosses,,2229.000,-4.000,,,,
PaymentsForCapitalImprovements,,96875.000,,,,,
ProceedsFromRepaymentsOfNotesPayable,,-73898.000,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,9067.000,,36320.000,
ProfitLoss,,-265144.000,-144567.000,-29663.000,-40603.000,-73329.000,-28334.000
Revenues,760769.000,235140.000,183035.000,,,,
SalesRevenueNet,760769.000,235140.000,183035.000,,,,
SellingGeneralAndAdministrativeExpense,,,336156.000,29683.000,40604.000,34165.000,28307.000
WeightedAverageNumberOfDilutedSharesOutstanding,54400208.000,53672708.000,53672708.000,53672708.000,53672708.000,53672708.000,53672708.000
WeightedAverageNumberOfSharesOutstandingBasic,53552708.000,53672708.000,53672708.000,53672708.000,53672708.000,53672708.000,53672708.000
