,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
IncreaseDecreaseInReceivables,,,-124000.000,,,,6735000.000
IncreaseDecreaseInRestrictedCash,,,23901000.000,,,,
InterestCostsCapitalized,,,,,,,11600000.000
InterestExpense,325861000.000,317433000.000,311431000.000,326691000.000,311951000.000,316740000.000,317249000.000
InterestPaidNet,,,325968000.000,,,,336905000.000
NetCashProvidedByUsedInFinancingActivities,,,154505000.000,,,,-20148000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,154505000.000,,,,-20148000.000
NetCashProvidedByUsedInInvestingActivities,,,-260867000.000,,,,65558000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-260867000.000,,,,65558000.000
NetCashProvidedByUsedInOperatingActivities,,,122081000.000,,,,97101000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,122081000.000,,,,97101000.000
NetIncomeLoss,-213368000.000,-442000.000,-24449000.000,-84009000.000,-34483000.000,-3702000.000,-6496000.000
NetIncomeLossAttributableToNoncontrollingInterest,-1114000.000,-1667000.000,181000.000,382000.000,81000.000,995000.000,888000.000
OperatingIncomeLoss,,,,,,,310253000.000
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,,,-28000.000,,,,
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostTax,,,,20000.000,20000.000,,20000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,,,,28000.000,27000.000,,27000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostTaxEffect,,,20000.000,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,2555000.000,2165000.000,-1667000.000,-9953000.000,3251000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,,,,-23000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,,,,,,10000.000
OtherComprehensiveIncomeLossReclassificationPensionAndOtherPostretirementBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,,,,1400000.000,-5300000.000,,1900000.000
OtherComprehensiveIncomeOtherNetOfTax,,,,2200000.000,,,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,,,2279000.000,2279000.000,-1611000.000,2231000.000,3079000.000
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,,,1400000.000,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,304000.000,-86000.000,-29000.000,199000.000,222000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,200000.000,-50000.000,20000.000,-370000.000,100000.000
OtherNoncashIncomeExpense,,,1085000.000,,,,-4947000.000
OtherNonoperatingIncomeExpense,-1298000.000,585000.000,2903000.000,-1906000.000,-21980000.000,10855000.000,-650000.000
PaidInKindInterest,,,970000.000,,,,
PaymentsForProceedsFromOtherInvestingActivities,,,,,,,1000000.000
PaymentsOfDividendsMinorityInterest,,,2255000.000,,,,1723000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,260867000.000,,,,167154000.000
ProceedsFromInsuranceSettlementInvestingActivities,,,,,,,252911000.000
ProceedsFromIssuanceOfLongTermDebt,,,175000000.000,,,,40000000.000
ProceedsFromMinorityShareholders,,,6105000.000,,,,
ProfitLoss,-214482000.000,-2109000.000,-24268000.000,-83627000.000,-34402000.000,-2707000.000,-5608000.000
ProvisionForDoubtfulAccounts,,,1721000.000,,,,7792000.000
RepaymentsOfLongTermDebt,,,20334000.000,,,,60254000.000
Revenues,642446000.000,652881000.000,644169000.000,638668000.000,654946000.000,672369000.000,655127000.000
SalesRevenueNet,642446000.000,652881000.000,644169000.000,638668000.000,654946000.000,672369000.000,655127000.000
SellingGeneralAndAdministrativeExpense,55147000.000,50767000.000,50966000.000,53421000.000,46911000.000,52265000.000,57952000.000
ShareBasedCompensation,,,1062000.000,,,,-59000.000
StockholdersEquityNoteStockSplitConversionRatio,,,,,,,4.600
UnrealizedGainLossOnDerivatives,,,1935000.000,,,,4907000.000
