,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
LongTermDebt,8100000.000,8100000.000,8100000.000,59100000.000,55100000.000,140100000.000,137100000.000,134600000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,8100000.000,8100000.000,7435000.000,7435000.000,7435000.000,7435000.000,6764000.000,7100000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,0.000,0.000,665000.000,51665000.000,47665000.000,132665000.000,671000.000,668000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,0.000,0.000,0.000,0.000,0.000,0.000,129665000.000,126832000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LongTermDebtNoncurrent,8100000.000,8100000.000,8100000.000,58891000.000,54903000.000,139915000.000,136927000.000,134439000.000
NotesAndLoansReceivableNetNoncurrent,8100000.000,8100000.000,8100000.000,8100000.000,8100000.000,8100000.000,8100000.000,8100000.000
OperatingLeasesFutureMinimumPaymentsDue,1206000.000,63052000.000,61039000.000,59064000.000,60216000.000,66107000.000,62096000.000,61250000.000
OperatingLeasesFutureMinimumPaymentsDueInRollingAfterYearFive,0.000,6651000.000,833000.000,833000.000,1711000.000,4481000.000,1723000.000,2634000.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearFive,0.000,7819000.000,6574000.000,6574000.000,7194000.000,8403000.000,3079000.000,3889000.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearFour,2000.000,10178000.000,8576000.000,8521000.000,9141000.000,10460000.000,8578000.000,9451000.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearThree,455000.000,12744000.000,10934000.000,11497000.000,13090000.000,15247000.000,10669000.000,11479000.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,447000.000,19891000.000,13500000.000,15067000.000,18020000.000,21571000.000,15577000.000,16383000.000
OperatingLeasesFutureMinimumPaymentsReceivable,,393125000.000,468350000.000,468350000.000,443700000.000,519050000.000,504220000.000,489390000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,42500000.000,49300000.000,49300000.000,49300000.000,59320000.000,59320000.000,59320000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,42500000.000,49300000.000,49300000.000,49300000.000,59320000.000,59320000.000,59320000.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,42500000.000,49300000.000,49300000.000,49300000.000,59320000.000,59320000.000,59320000.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,42500000.000,49300000.000,49300000.000,49300000.000,59320000.000,59320000.000,59320000.000
OperatingLeasesFutureMinimumPaymentsReceivableRemainderOfFiscalYear,,10625000.000,49300000.000,36975000.000,24650000.000,14830000.000,59320000.000,44490000.000
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,212500000.000,221850000.000,234175000.000,221850000.000,266940000.000,207620000.000,207620000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,302000.000,5769000.000,20622000.000,16572000.000,11060000.000,5945000.000,22470000.000,17414000.000
OtherAssetsNoncurrent,267000.000,1669000.000,1442000.000,1186000.000,1098000.000,1964000.000,1781000.000,1604000.000
OtherCommitment,720000.000,621000.000,514000.000,1913000.000,1618000.000,1385000.000,4022000.000,3746000.000
OtherCommitmentDueAfterFifthYear,0.000,0.000,0.000,0.000,0.000,0.000,156000.000,156000.000
OtherCommitmentDueInFifthYear,0.000,0.000,0.000,0.000,0.000,0.000,156000.000,156000.000
OtherCommitmentDueInFourthYear,0.000,0.000,0.000,0.000,0.000,0.000,156000.000,156000.000
OtherCommitmentDueInNextTwelveMonths,133000.000,68000.000,292000.000,724000.000,493000.000,307000.000,1246000.000,970000.000
OtherCommitmentDueInSecondYear,365000.000,331000.000,222000.000,858000.000,794000.000,747000.000,1154000.000,1154000.000
OtherCommitmentDueInThirdYear,222000.000,222000.000,0.000,331000.000,331000.000,331000.000,1154000.000,1154000.000
OtherLiabilities,,386000.000,,,,,,
OtherLiabilitiesNoncurrent,,,328000.000,882000.000,872000.000,863000.000,96000.000,39000.000
PartnersCapital,33286000.000,66283000.000,65511000.000,8606000.000,9490000.000,-67040000.000,-64166000.000,-63083000.000
PartnersCapitalAccountUnits,,31789373.000,31789373.000,31784040.000,31785291.000,31800300.000,31800300.000,
PartnersCapitalAttributableToNoncontrollingInterest,257000.000,,,,,,,
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,33543000.000,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,281000.000,2581000.000,2621000.000,691000.000,889000.000,640000.000,1120000.000,1597000.000
PropertyPlantAndEquipmentGross,29812000.000,54298000.000,55094000.000,,,,74900000.000,
PropertyPlantAndEquipmentNet,18170000.000,35912000.000,35415000.000,41357000.000,40412000.000,51986000.000,51022000.000,50156000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,4756.000,6007.000,15009.000,15009.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,14.930,14.690,15.990,15.990,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,2500000.000,2500000.000,2500000.000,2500000.000,2500000.000,2500000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,33543000.000,66283000.000,65511000.000,8606000.000,9490000.000,-67040000.000,-64166000.000,-63083000.000
TaxesPayableCurrentAndNoncurrent,700000.000,,,,,,45000.000,
