,2011-12-30,2012-06-29,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2013-12-27
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,0.000,0.000,,0.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,10000000.000,,,,10000000.000
IncomeTaxExpenseBenefit,,,-1000000.000,1000000.000,1000000.000,,-1000000.000
IncomeTaxesPaidNet,,,1000000.000,,,,1000000.000
IncreaseDecreaseInOperatingCapital,,,5000000.000,,,,12000000.000
InterestExpense,,13000000.000,12000000.000,12000000.000,12000000.000,13000000.000,15000000.000
InterestIncomeExpenseNet,,,12000000.000,12000000.000,12000000.000,,15000000.000
InterestPaid,,,,,,,2000000.000
LossContingencyLossInPeriod,,,6000000.000,,,,
ManagementFeesBaseRevenue,,0.000,2000000.000,1000000.000,2000000.000,,2000000.000
NetCashProvidedByUsedInFinancingActivities,,,-1000000.000,,,,16000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1000000.000,,,,16000000.000
NetCashProvidedByUsedInInvestingActivities,,,-3000000.000,,,,-41000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-3000000.000,,,,-41000000.000
NetCashProvidedByUsedInOperatingActivities,,,7000000.000,,,,3000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,7000000.000,,,,5000000.000
NetIncomeLoss,-8000000.000,-3000000.000,-4000000.000,-2000000.000,-30000000.000,,-3000000.000
OperatingIncomeLoss,,,7000000.000,11000000.000,-17000000.000,,11000000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,0.000,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,-8000000.000,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-1000000.000,0.000,-9000000.000,,-2000000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,-9000000.000,,-2000000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,-11000000.000,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,-1000000.000,0.000,0.000,,0.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,0.000,0.000,0.000,,0.000
OtherNoncashIncomeExpense,,,,,,,-1000000.000
PaymentsForProceedsFromOtherInvestingActivities,,,0.000,,,,3000000.000
PaymentsOfDebtIssuanceCosts,,,,,,,1000000.000
PaymentsOfFinancingCosts,,,,,,,-2000000.000
PaymentsToAcquireProductiveAssets,,,3000000.000,3000000.000,4000000.000,,5000000.000
PensionContributions,,2000000.000,1000000.000,1000000.000,2000000.000,2000000.000,0.000
ProceedsFromDivestitureOfInterestInJointVenture,,,10000000.000,,,,
ProceedsFromIssuanceOfCommonStock,,,1000000.000,1000000.000,,,
ProceedsFromLinesOfCredit,,,38000000.000,,,,251000000.000
ProceedsFromSaleOfOtherAssets,,,40000000.000,,,,
ProceedsFromSaleOfPropertyHeldForSale,,,,,2000000.000,,1000000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,1000000.000
ProceedsFromShortTermDebt,,,2000000.000,,,,1000000.000
RelatedPartiesAmountInCostOfSales,,3000000.000,2000000.000,2000000.000,2000000.000,,2000000.000
RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,,4000000.000,2000000.000,3000000.000,2000000.000,,2000000.000
RelatedPartyTransactionPurchasesFromRelatedParty,,1000000.000,,0.000,1000000.000,,
RepaymentsOfLinesOfCredit,,,38000000.000,,,,192000000.000
RepaymentsOfLongTermDebt,,,,,,,-41000000.000
RepaymentsOfShortTermDebt,,,3000000.000,,,,1000000.000
RestructuringAndRelatedCostExpectedCost,,,,,,,2000000.000
RestructuringCharges,,,2000000.000,1000000.000,,,0.000
RestructuringReserveAccrualAdjustment,,,,,,,0.000
RestructuringReservePeriodIncreaseDecrease,,,2000000.000,-2000000.000,,,
RestructuringReserveSettledWithCash,,,2000000.000,,,,2000000.000
Revenues,,,385000000.000,406000000.000,406000000.000,,395000000.000
SalesRevenueNet,,,385000000.000,406000000.000,406000000.000,,395000000.000
SellingGeneralAndAdministrativeExpense,,,47000000.000,45000000.000,43000000.000,,50000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,3000.000,,,,85438.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,2314819.000,,,,297507.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,10.000,10.000,10.000,,10.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,10.000,10.000,10.000,,10.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,0.000,,,,,0.000
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,,3000000.000,4000000.000,4000000.000,,
UnrecognizedTaxBenefitsIncreasesResultingFromSettlementsWithTaxingAuthorities,,200000.000,,,,,
