,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
Goodwill,1550942000.000,1561707000.000,1563085000.000,1564498000.000,1560515000.000,1557250000.000,1562531000.000,1565622000.000
IndefiniteLivedTradeNames,566540000.000,570141000.000,570165000.000,570608000.000,569929000.000,569343000.000,568742000.000,569500000.000
InventoryFinishedGoods,587374000.000,501229000.000,502905000.000,599758000.000,665113000.000,550975000.000,,
InventoryFinishedGoodsNetOfReserves,,,,,,,543539000.000,595671000.000
InventoryNet,610210000.000,524361000.000,526503000.000,625261000.000,694396000.000,582230000.000,575556000.000,625691000.000
InventoryRawMaterials,15012000.000,15921000.000,15658000.000,18137000.000,20709000.000,22093000.000,,
InventoryRawMaterialsNetOfReserves,,,,,,,22056000.000,21394000.000
InventoryWorkInProcess,7824000.000,7211000.000,7940000.000,7366000.000,8574000.000,9162000.000,,
InventoryWorkInProcessNetOfReserves,,,,,,,9961000.000,8626000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,0.000,0.000,0.000,0.000
Liabilities,2688512000.000,2492692000.000,2498767000.000,2599066000.000,2746483000.000,2522708000.000,2521549000.000,2558255000.000
LiabilitiesAndStockholdersEquity,3449633000.000,3319574000.000,3294928000.000,3408134000.000,3527880000.000,3374393000.000,3342472000.000,3412070000.000
LiabilitiesCurrent,555390000.000,362828000.000,369098000.000,459292000.000,602542000.000,372054000.000,367290000.000,399057000.000
LineOfCreditFacilityCurrentBorrowingCapacity,,,400000000.000,400000000.000,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,1125000.000,,,,,,,
LinesOfCreditCurrent,,,140158000.000,91229000.000,216005000.000,25336000.000,133975000.000,83223000.000
LongTermDebtAndCapitalLeaseObligations,1790877000.000,1788246000.000,1787261000.000,1785422000.000,1783082000.000,1780267000.000,1777922000.000,1775450000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,13254000.000,13452000.000,13013000.000,12727000.000,12373000.000,12249000.000,12185000.000,12143000.000
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities,,,,,,1792516000.000,1790107000.000,1787593000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalAfterYearFive,,1741423000.000,,,,700005000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFive,,11280000.000,,,,1044780000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFour,,11628000.000,,,,11350000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,,12045000.000,,,,11910000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,,11870000.000,,,,12222000.000,,
LongTermDebtAndCapitalLeaseObligationsRepaymentsOfPrincipalInNextTwelveMonths,,13452000.000,,,,12249000.000,,
MinorityInterest,0.000,0.000,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,718847000.000,,,,673441000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,137580000.000,,,,130392000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,73168000.000,,,,63353000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,94168000.000,,,,83503000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,109218000.000,,,,103262000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,122841000.000,,,,117342000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,181872000.000,,,,175589000.000,,
OtherAssetsNoncurrent,57623000.000,57077000.000,53638000.000,52618000.000,50482000.000,46659000.000,50648000.000,48277000.000
OtherLiabilitiesNoncurrent,18086000.000,23445000.000,26861000.000,41215000.000,50160000.000,56190000.000,62862000.000,72132000.000
PrepaidExpenseAndOtherAssetsCurrent,105936000.000,76708000.000,85406000.000,83583000.000,87370000.000,75403000.000,76348000.000,97358000.000
PropertyPlantAndEquipmentGross,,339253000.000,,,,408236000.000,,
PropertyPlantAndEquipmentNet,233838000.000,235146000.000,232248000.000,236331000.000,240899000.000,248684000.000,244419000.000,248701000.000
RetainedEarningsAccumulatedDeficit,-56045000.000,6930000.000,-7856000.000,-267000.000,-914000.000,77696000.000,58865000.000,47302000.000
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,15000.000,,14913.000,,,,,
ShortTermBankLoansAndNotesPayable,215041000.000,36047000.000,,,,,,
StockholdersEquity,745624000.000,803327000.000,771382000.000,783899000.000,747085000.000,816623000.000,779968000.000,853815000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,745624000.000,803327000.000,771382000.000,783899000.000,747085000.000,816623000.000,779968000.000,853815000.000
TaxCreditCarryforwardValuationAllowance,,2054000.000,,,,1637000.000,,
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,15497000.000,23555000.000,24779000.000,25169000.000,34312000.000,35062000.000,40955000.000,0.000
UndistributedEarningsOfForeignSubsidiaries,,27076000.000,,,,31101000.000,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,37000.000,,,,22000.000,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,285000.000,,,,798000.000,,
