,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,400000.000,,,,100000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,400000.000,,,,400000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,400000.000,,,,400000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,400000.000,,,,400000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,100000.000,,,,,,
OtherAccruedLiabilitiesCurrent,,,,,,,4899000.000,,
OtherAdditionalCapital,,2667000.000,2667000.000,,,0.000,0.000,,
PartnersCapital,260845000.000,300429000.000,329869000.000,371017000.000,359089000.000,373368000.000,333051000.000,338980000.000,337678000.000
PrepaidExpenseAndOtherAssetsCurrent,5042000.000,41530000.000,41038000.000,41925000.000,10762000.000,11276000.000,2642000.000,3369000.000,6293000.000
PropertyPlantAndEquipmentGross,,,651170000.000,,,,689000000.000,,
PropertyPlantAndEquipmentNet,600900000.000,594605000.000,595271000.000,601597000.000,600167000.000,603904000.000,612448000.000,609623000.000,604918000.000
PurchaseObligationDueAfterFifthYear,,,2300000.000,,,,1400000.000,,
PurchaseObligationDueInFifthYear,,,700000.000,,,,700000.000,,
PurchaseObligationDueInFourthYear,,,700000.000,,,,600000.000,,
PurchaseObligationDueInNextTwelveMonths,,,2300000.000,,,,1100000.000,,
PurchaseObligationDueInSecondYear,,,1000000.000,,,,600000.000,,
PurchaseObligationDueInThirdYear,,,600000.000,,,,600000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,5882352.000,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,260845000.000,300429000.000,329869000.000,371017000.000,359089000.000,373368000.000,333051000.000,338980000.000,337678000.000
