,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
ProfitLoss,10491000.000,1282000.000,35950000.000,23090000.000,18570000.000,125828000.000,40215000.000,29134000.000,24563000.000
ProvisionForDoubtfulAccounts,,,19000.000,,,,,,
Revenues,81414000.000,97666000.000,123780000.000,142207000.000,146318000.000,130637000.000,160655000.000,250292000.000,366551000.000
SalesRevenueNet,81414000.000,97666000.000,123780000.000,142207000.000,146318000.000,130637000.000,160655000.000,250292000.000,366551000.000
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,,,,,,,,442000.000,481000.000
StockIssued1,,,,,,,43742000.000,,
StockIssuedDuringPeriodValueNewIssues,,,822293000.000,,,,43742000.000,,
StockRedeemedOrCalledDuringPeriodValue,,,9357000.000,,,,27831000.000,,
TemporaryEquityIssuePeriodIncreaseOrDecrease,,,-27198000.000,,,,15911000.000,,
TenantReimbursements,4891000.000,7279000.000,10467000.000,11960000.000,11483000.000,10631000.000,13722000.000,,
UnrealizedGainLossOnDerivatives,,,,,,,2807000.000,,
UnrealizedGainLossOnSecurities,,,,,,,14764000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,491510128.000,495479956.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,473159051.000,476353149.000,,480819849.000,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,487915368.000,479370020.000
