,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
SalesRevenueGoodsNet,,,10388000.000,13542000.000,10706000.000,16745000.000,10348000.000,9157000.000,8366000.000,9639000.000,9448000.000
SalesRevenueNet,17132761.000,14276000.000,14117000.000,17665000.000,14872000.000,20268000.000,14067000.000,13313000.000,11225000.000,14828000.000,13546000.000
SalesRevenueServicesNet,,,3734000.000,4155000.000,4168000.000,3519000.000,3739000.000,4175000.000,2874000.000,4869000.000,4033000.000
SellingAndMarketingExpense,,,2463000.000,3075000.000,2693000.000,3300000.000,2501000.000,2336000.000,1876000.000,1787000.000,2040000.000
ShareBasedCompensation,652370.000,435000.000,386000.000,108000.000,391000.000,539000.000,364000.000,347000.000,344000.000,322000.000,283000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendPayments,,,0.000,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,0.394,,,,,,,,0.473
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,0.020,,,,,,,,0.023
StockGrantedDuringPeriodValueSharebasedCompensationGross,,,254000.000,,,,,,,,
StockIssuedDuringPeriodValueAcquisitions,,,,,,,,,,,566000.000
StockIssuedDuringPeriodValueIssuedForServices,,,132000.000,,,,26000.000,,,,21000.000
TechnologyServicesRevenue,248827.000,210000.000,,,,,,,,,
UnrealizedGainLossOnDerivatives,,,,,,,-1000.000,9000.000,5000.000,0.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,18641546.000,19624332.000,19765585.000,19806779.000,19833000.000,-38223957.000,25105705.000,25129002.000,26151764.000,1660733529.000,2170909000.000
